Identities,,,,,,,,,,,,
TCP,EEBO,VID,STC,Status,Author,Date Assigned,Title,Terms,Pages,,,
A08484,99836687,971,STC 18808; ESTC S100860,Free,"Watson, Henry, fl. 1500-1518.",1518,"[Here endeth ye hystorye of Olyuer of Castylle, and of the fayre Helayne]; Ye hystorye of Olyver of Castylle, and of the fayre Helayne.","Romances, English -- Early works to 1800.",212,,,
A08486,99855951,21462,STC 1881; ESTC S120757,Free,"Melanchthon, Philipp, 1497-1560.; Bennet, Henry, fl. 1561, compiler and trans.; Capito, Wolfgang, 1478-1541. De vita Oecolampadii. aut; Grynäus, Simon, 1493-1541. De J. Oecolampadii obitu. aut; Mykonius, Oswald, 1488-1552. De H. Zuinglii vita et obitu. aut",1561,"A famous and godly history contaynyng the lyues a[nd] actes of three renowmed reformers of the Christia[n] Church, Martine Luther, Iohn Ecolampadius, and Huldericke Zuinglius. The declaracion of Martin Luthers faythe before the Emperoure Charles the fyft, and the illustre estates of the empyre of Germanye, with an oration of hys death, all set forth in Latin by Philip Melancthon, Wolfgangus Faber, Capito. Simon Grineus, [and] Oswald Miconus, newly Englished by Henry Bennet Callesian.; Historia de vita et actis Martini Lutheri. English","Luther, Martin, 1483-1546 -- Early works to 1800.",198,,,
A08489,99845875,10804,STC 18813; ESTC S110312,Free,"Tyrone, Con Bacagh O'Neill, Earl of, ca. 1484-1559.",1542,"The copye of the submissyon of Oneyll which he made to the Kynges Maiestie at Grenewych the. xxiiii. daye of September, in the. xxxiiii. yere of his Maiesties most noble raygne, and delyuered to his Hyghnes in wrytyng, subscrybed with his owne hande on this fascyon.","Henry -- VIII, -- King of England, 1491-1547 -- Early works to 1800.",1,,,
A08492,99855911,21419,STC 18816; ESTC S120717,Free,"Openshaw, Robert, b. 1554 or 5.; Pagit, Eusebius, 1547?-1617, attributed name.",1579,"Short questions and answeares, conteyning the summe of Christian religion","Catechisms, English.",37,,,
A08496,33143101,28230,STC 1882.5; ESTC S3171,Free,"Bennet, John, Sir, d. 1627.",1617,"Dominus Iohannes Benet, eques auratus, legum doctor ...","Bennet, John, -- Sir, d. 1627.; Great Britain -- History -- James I, 1603-1625.; Broadsides -- London (England) -- 17th century.",1,,,
A08497,99840291,4778,STC 1882; ESTC S104557,Free,"Bennet, John, fl. 1599-1614.",1599,Madrigalls to foure voyces newly published by Iohn Bennet his first works; Madrigals,"Madrigals, English -- Early works to 1800.",100,,,
A08508,99852434,17757,STC 1883; ESTC S117219,Free,"Bennett, Edward.",1620,"A treatise deuided into three parts, touching the inconueniences, that the importation of tobacco out of Spaine, hath brought into this land viz. 1 In the first is shewed how treasure was vsually brought into this land. 2 In the second, what hath and doth hinder the bringing of it, with other inconueniences. 3 In the third, how to remedie the one, and the other.",Tobacco -- Great Britain -- Early works to 1800.,8,,,
A08517,99856153,21679,STC 18834; ESTC S120962,Free,"Eliot, John, attributed name.",1589,Nevves sent to the Ladie Princesse of Orenge. Translated out of French into English by I.E.,"Lesdiguiéres, François de Bonne, -- duc de, 1543-1626 -- Early works to 1800.; Louise de Coligny, -- Princess, consort of William I, Prince of Orange, 1555-1620 -- Early works to 1800.; France -- History -- Wars of the Huguenots, 1562-1598 -- Sources.",8,,,
A08534,99850416,15618,STC 18853; ESTC S115197,Free,"Ornithoparchus, Andreas, 16th cent.; Dowland, John, 1563?-1626.; Guido, d'Arezzo.",1609,"Andreas Ornithoparcus his Micrologus, or Introduction: containing the art of singing Digested into foure bookes. Not onely profitable, but also necessary for all that are studious of musicke. Also the dimension and perfect vse of the monochord, according to Guido Aretinus. By Iohn Douland lutenist, lute-player, and Bachelor of Musicke in both the Vniuersities. 1609.; Musice actiue micrologus. English",Music theory -- History -- 17th century -- Early works to 1800.,101,,,
A08541,99837478,1803,STC 1886; ESTC S101670,Free,"Benson, George, 1568 or 9-1648.",1609,"A sermon preached at Paules Crosse the seauenth of May, M.DC.IX. By George Benson ...","Sermons, English -- 17th century.",106,,,
A08545,99848853,13970,STC 18863; ESTC S113621,Free,"Ortúñez de Calahorra, Diego. aut; R. P., fl. 1583-1586.; Parry, Robert, fl. 1540-1612, attributed name.; Parke, Robert, fl. 1588, attributed name.",1599,"The second part of the first booke of the Myrrour of knighthood in which is prosecuted the illustrious deedes of the knight of the Sunne, and his brother Rosicleer, sonnes vnto the Emperour Trebatio of Greece: with the valiant deedes of armes of sundry worthie knights, very delightfull to bee read, and nothing hurtfull to bee regarded. Now newly translated out of Spanish into our vulgar tongue by R.P.; Espejo de principes y cavalleros. Part 1. Book 2. English.",,540,,,
A08546,99848876,13995,STC 18864; ESTC S113645,Free,"Ortúñez de Calahorra, Diego. aut; R. P., fl. 1583-1586.; Parry, Robert, fl. 1540-1612.; Parke, Robert, fl. 1588.",1586,"The third part of the first booke, of the Mirrour of knighthood vvherein is set forth the worthie deedes of the knight of the Sunne, and his brother Rosicleer, both sonnes vnto the Emperour of Grecia: with the valiant deedes of armes of sundry worthie knights. Verie delightfull to the reader. Newly translated out of Spanish into English by R.P.; Espejo de principes y cavalleros. Part 1. Book 3. English.",,528,,,
A08548,99848856,13973,STC 18866; ESTC S113624,Free,"Sierra, Pedro de la. aut; R. P., fl. 1583-1586.; Parry, Robert, fl. 1540-1612, attributed name.; Parke, Robert, fl. 1588, attributed name.",1583,"The second part of the Myrror of knighthood Containing two seuerall bookes, wherein is intreated the valiant deedes of armes of sundrie worthie knightes, verie delightfull to be read, and nothing hurtfull to bee regarded. Now newly translated out of Spanish into our vulgar tongue by R.P.; Espejo de principes y cavalleros. Part 2. English.",,688,,,
A08550,99848859,13976,STC 18868; ESTC S113627,Free,"Martínez, Marcos, fl. 1598-1601. aut; R. P., fl. 1583-1586.; Parry, Robert, fl. 1540-1612, attributed name.; Parke, Robert, fl. 1588, attributed name.",1598,"The sixth booke of the Myrrour of knighthood Being the first booke of the third part, immediatly follovving the fourth and fifth bookes printed. Conteining the knightly actions and amorous conuersations of Rosicleer and Rosabel his sonne, vvith diuers other their princely frends and kinsmen. Translated out of Spanish by R.P.; Espejo de principes y cavalleros. Part 3. Book 1. English.",,288,,,
A08554,99848862,13979,STC 18871; ESTC S113630,Free,"Martínez, Marcos, fl. 1598-1601, aut; Parry, Robert, fl. 1540-1612, attributed name.; Parke, Robert, fl. 1588, attributed name.",1601,"The ninth part of the Mirrour of knight-hood eing the fourth booke of the third part thereof: wherein is declared, the high and noble actes of the sonnes and nephewes of the noble Emperour Trebacius, and of the rest of the renoumed princes and knights, and of the high cheualrie of the gallant ladyes: wherein also is treated of the most cruell warre that euer was in Greece, with the amorous euents, and the end thereof.; Espejo de principes y cavalleros. Part 4. Book 2. English.",,334,,,
A08559,99855955,21466,STC 18877; ESTC S120761,Free,"Osiander, Andreas, 1498-1552.; Joye, George, d. 1553.",1548,"The coniectures of the ende of the worlde, translated by George Ioye; Conjecturae de ultimis temporibus ac de fini mundi, ex Sacris literis. English",Judgment Day -- Early works to 1800.,118,,,
A08560,99839998,4465,STC 18878; ESTC S104259,Free,"Osiander, Andreas, 1498-1552.; Coverdale, Miles, 1488-1568. aut",1537,How and whither a Christen man ought to flye the horrible plage of the pestilence A sermon out of the Psalme. Qui habitat in adsutorio altissimi. By Andrewe Osiander. Translated out of hye Almayn in to Englishe.; Wie und wohin ein Christ die grausamen Plag der Pestilentz fliehen soll. English,"Bible. -- O.T. -- Psalms 91 -- Commentaries -- Early works to 1800.; Sermons, German -- 16th century -- Early works to 1800.; Plague -- Sermons -- Early works to 1800.",46,,,
A08567,99836958,1259,STC 18887; ESTC S101135,Free,"Osório, Jerónimo, 1506-1580.; Shacklock, Richard.",1565,"An epistle of the reuerend father in God Hieronymus Osorius Bishop of Arcoburge in Portugale, to the most excellent Princesse Elizabeth by the grace of God Quene of England, Fraunce, and Ireland, &c. Translated oute of Latten in to Englishe by Richard Shacklock M. of Arte and student of the ciuill Lawes in Louaine; Epistola ad serenissimam Elisabetam, Angliae Reginam. English","Elizabeth -- I, -- Queen of England, 1533-1603 -- Early works to 1800.; Catholic Church -- Controversial literature -- Early works to 1800.",170,,,
A08569,99836686,970,STC 18889; ESTC S100859,Free,"Osório, Jerónimo, 1506-1580.; Fenn, John, 1535-1614.",1568,"A learned and very eloquent treatie [sic], writen in Latin by the famouse man Heironymus Osorius Bishop of Sylua in Portugal, wherein he confuteth a certayne aunswere made by M. Walter Haddon against the Epistle of the said bishoppe vnto the Queenes Maiestie. Translated into English by Iohn Fen student of Diuinitie in the Vniuersitie of Louen; In Gualtherum Haddonum de vera religione libri tres. English","Haddon, Walter, 1516-1572. -- Pro reformatione Anglicane -- Early works to 1800.; Church of England. -- Controversial literature.",578,,,
A08577,99848794,13908,STC 18895; ESTC S113561,Free,"Grimeston, Edward.",1604,"A true historie of the memorable siege of Ostend and what passed on either side, from the beginning of the siege, vnto the yeelding vp of the towne. Conteining the assaults, alarums, defences, inuentions of warre, mines, counter-mines and retrenchments, combats of galleys, and sea-fights, with the portrait of the towne: and also what passed in the Ile of Cadsant, and at the siege of Sluice, after the comming of Count Maurice. Translated out of French into English, by Edward Grimeston.; Histoire remarquable et veritable de ce qui c'est passé par chacun jour au siege de la ville d'Ostende. English.","Ostend (Belgium) -- History -- Siege, 1601-1604 -- Early works to 1800.",249,,,
A08591,99848771,13885,STC 18903; ESTC S113538,Free,"Overbury, Thomas, Sir, 1581-1613.",1626,Sir Thomas Ouerbury his obseruations in his trauailes vpon the state of the Xvii. Prouinces as they stood anno Dom. 1609 The treatie of peace being then on foote.,"Netherlands -- Politics and government -- 1556-1648 -- Early works to 1800.; France -- Politics and government -- Henry IV, 1589-1610 -- Early works to 1800.",32,,,
A08597,20234643,23866,STC 18909; ESTC S1598,Free,"Overbury, Thomas, Sir, 1581-1613.",1611,"Sir Thomas Ouerburie his wife with new elegies vpon his (now knowne) vntimely death : whereunto are annexed, new newes and characters / written by himselfe and other learned gentlemen.","Overbury, Thomas, -- Sir, 1581-1613.; Character sketches.; Characters and characteristics.; Wives.",259,,,
A08610,99837371,1690,STC 1892; ESTC S101562,Free,"Bentley, Thomas, student of Gray's Inn.; Abergavenny, Frances Nevill, Lady, d. 1576.; Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549. Miroir de l'âme pécheresse. English & French.; Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548. Lamentacion of a sinner.; Tyrwhit, Elizabeth, Morning and evening prayers.; Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548. Prayers or meditacions.",1582,"The monument of matrones conteining seuen seuerall lamps of virginitie, or distinct treatises; whereof the first fiue concerne praier and meditation: the other two last, precepts and examples, as the woorthie works partlie of men, partlie of women; compiled for the necessarie vse of both sexes out of the sacred Scriptures, and other approoued authors, by Thomas Bentley of Graies Inne student.; Monument of matrones. Part 1-4.",Prayers.,1114,,,
A08611,99856160,21686,STC 18920; ESTC S120969,Free,"I. T., fl. 1616.",1616,"The iust dovvn[fall of] ambition, adultery, and murder where-vnto are added 3. notorious sinners. Weston. M. Turner and Fran[klin] With his arraignement, confession and e[xecution] VVho all suffered death for the [mur]der if Sir Tho: Ouerbury, poysone[d in] the Tower: of whom to these discourses [is] ioyned an elegy, vpon the death of Sir Thomas Ouerbury.; Bloody downfall of adultery.","Overbury, Thomas, -- Sir, 1581-1613 -- Early works to 1800.; Adultery -- Early works to 1800.",25,,,
A08612,34387237,29164,STC 18921.3; ESTC S4105,Free,"W. B.; Elstracke, Renold, fl. 1590-1630.; Holland, Compton.",1616,"The portracture of Sir Thomas Overbury, Knight, ætat 32","Overbury, Thomas, -- Sir, 1581-1613.",1,,,
A08620,99837372,1691,STC 1893; ESTC S101563,Free,"Bentley, Thomas, student of Gray's Inn.; Abergavenny, Frances Nevill, Lady, d. 1576.",1582,"The fift lampe of virginitie conteining sundrie forms of christian praiers and meditations, to bee vsed onlie of and for all sorts and degrees of women, in their seuerall ages and callings ... A treatise verie needful for this time, and profitable to the Church: now newlie compiled to the glorie of God, & comfort of al godlie women, by the said T.B. Gentleman.; Monument of matrones. Part 5.",Prayers.,221,,,
